title,title_orig,price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,urgency_text,origin_country,merchant_title,merchant_name,merchant_info_subtitle,merchant_rating_count,merchant_rating,merchant_id,merchant_has_profile_picture,merchant_profile_picture,product_url,product_picture,product_id,theme,crawl_month
Fashion Women Back Deep V V Sexy Gilet sans dos Sexy Débardeur sans manches Slim T-shirt femme haut slim,Fashion Women Back Deep V Sexy Backless Vest Tank Sleeveless Slim Tops womens Tshirt,7.0,13,EUR,50000,1,3.35,9075.0,2998.0,1514,1827,1136,1600,0,0,0,0,"Vest,womens top,Tank,Tops,slim,T Shirts,Womens T Shirts,Women's Fashion,Fashion,backless,sexy,sleeveless,womens vest,Women",gray,S,50,Livraison standard,2,0,40,50,"","","",freebird,fashionshow,"(839,882 notes)",839882,4.103759813878616,52bd3ddb34067e4620a4c62d,0,"",https://www.wish.com/c/552f840fcea30816e52aabcf,https://contestimg.wish.com/api/webimage/552f840fcea30816e52aabcf-medium.jpg,552f840fcea30816e52aabcf,summer,2020-08
2019 nouvelle mode femmes lâche col rond robe manches courtes couleur unie tenue décontractée,2019 New Fashion Women Loose Round Neck Dress Short Sleeve Solid Color Casual Dress,1.85,11,EUR,100,0,3.9,97.0,49.0,16,14,9,9,0,0,0,0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women",black,XXS,2,Livraison standard,1,0,40,50,"","","",Maryswill,maryswill,"(91,631 notes)",91631,3.83793694273772,5268759b736046671957190c,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5268759b736046671957190c.jpg,https://www.wish.com/c/5d8d8f2e0c400f2f97671e30,https://contestimg.wish.com/api/webimage/5d8d8f2e0c400f2f97671e30-medium.jpg,5d8d8f2e0c400f2f97671e30,summer,2020-08
Femmes deux pièces ensemble imprimé vague rayé hauts sans manches + jupes courtes excellent,Women Two Piece Set Print Wave Striped Sleeveless Tops+Short Skirts Excellent,8.0,7,EUR,20000,0,3.41,5781.0,1964.0,1029,1167,684,937,0,0,0,0,"chiffon dress,strapdres,Dress,summer dress,backless dress,waveprintdres,Sleeveless dress,mini skirt,Print,women dress,Striped,sexy skirt","",S,50,Livraison standard,3,0,40,50,"","","",BUSINESS INDUSTRY,businessindustry,"90 % avis positifs (32,923 notes)",32923,4.209154694286669,542a670d4f66d92eba599455,0,"",https://www.wish.com/c/56f640b461d6cf68cb5c5d83,https://contestimg.wish.com/api/webimage/56f640b461d6cf68cb5c5d83-medium.jpg,56f640b461d6cf68cb5c5d83,summer,2020-08
Femmes Robes D'été De Mode Col En V Dos Nu Robe En Dentelle Robes De Plage Robe Blanche Plus La Taille XS-5XL Robe Femme,Women's Fashion Summer Dresses V Neck Backless Lace Dress Beach Dresses White Dress Plus Size XS-5XL Robe Femme,12.0,11,EUR,100,1,5,0.0,"","","","","",0,0,0,0,"Summer,Plus Size,partydressesforwomen,Lace,robefemme,Dress,Lace Dress,casualdressesforwomen,Women's Fashion,white dress,sexydressesforwoman,beach dress,Fashion,backless,plus size dress,summerdressesforwomen,sundressesforwomen,Robes,Beach,white,Necks",yellow,XS,5,Livraison standard,3,0,25,50,"","",CN,ASKY1,ahighqlty,100 % avis positifs (6 notes),6,4.5,5e70afae21861a90a4e6b7f0,0,"",https://www.wish.com/c/5f03643cc00703c46d6745f0,https://contestimg.wish.com/api/webimage/5f03643cc00703c46d6745f0-medium.jpg,5f03643cc00703c46d6745f0,summer,2020-08
Mode féminine Maillots de bain Deux pièces Split Bikini Set Summer Printed Beach Bathing Swimsuits,Women Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,15.0,15,EUR,3,0,5,0.0,"","","","","",0,0,0,0,"Summer,sexy bathing suit,Bikinis Set,Beach,splitbikiniset,Swimsuit,Swimwear,Bikini,Fashion,Two Pieces,splits,Women,Women's Fashion,printed",black,SizeL,50,Livraison standard,4,0,40,50,"","",CN,papastees,papastees,"(4,150 notes)",4150,4.252289156626506,56a9df1b3a698c526f769805,0,"",https://www.wish.com/c/5ee4389b9d2ddf161dcb50c7,https://contestimg.wish.com/api/webimage/5ee4389b9d2ddf161dcb50c7-medium.jpg,5ee4389b9d2ddf161dcb50c7,summer,2020-08
Jupe de tennis plissée extensible Active Skort Athletic pour femme pour l'entraînement de golf,Women's Active Skort Athletic Stretchy Pleated Tennis Skirt for Running Golf Workout,5.0,5,EUR,10,0,5,0.0,"","","","","",0,0,0,0,"ladies skort,running skirt,summer skirt,Golf,short dress,Women Skirts,Athletics,Skirts,Pleated,Running,Tennis,short skirt skorts,Women's Fashion,hightwaistdres,Pleated Skirt,Active,short skirt,tennisdres",white,S,50,Livraison standard,2,0,8,50,"","",CN,renpingping,renpingping,80 % avis positifs (129 notes),129,3.8372093023255816,5a3231f2e62bbc45b0bda1dd,0,"",https://www.wish.com/c/5ed1c059630f990d1d44592c,https://contestimg.wish.com/api/webimage/5ed1c059630f990d1d44592c-medium.jpg,5ed1c059630f990d1d44592c,summer,2020-08
"Pantalon à lacets à la mode pour femmes d'été, plus la taille Pantalon court à taille haute décontracté",Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,5.0,30,EUR,100,0,3.69,13.0,5.0,2,4,1,1,0,0,0,0,"Summer,Shorts,high waist shorts,Lace,Casual pants,pants,summer shorts,Slim Fit,Short pants,high waist,Women's Fashion,Plus Size,Lace Up,Women,vocation,Fashion,Casual,Waist",black,XS,50,Livraison standard,1,0,40,50,"","","",TopmanClothing,topmanclothing,"(16,215 notes)",16215,3.8400246685168056,52838e612dcc6469fa2d7104,0,"",https://www.wish.com/c/5e44564413b8939de2f0a0f8,https://contestimg.wish.com/api/webimage/5e44564413b8939de2f0a0f8-medium.jpg,5e44564413b8939de2f0a0f8,summer,2020-08
Gilet de couleur unie pour femmes à la mode d'été 2020 Top sans manches à col en V,Summer 2020 Fashionable Women's Solid Color Vest Sleeveless Halter V-Neck Top,5.65,33,EUR,10,0,5,0.0,"","","","","",0,0,0,0,"Mini,Vest,Fashion,Tank,Halter,Summer,womemstop,Tops,tank top,#top #crop,tankvest,V-neck,sleeveless",yellow,XXXXL,50,Livraison standard,2,0,43,50,1,Quantité limitée !,CN,Zios,zios,"86 % avis positifs (28,798 notes)",28798,4.0370164594763525,57c4dd2ce2a1b61c74c4265a,0,"",https://www.wish.com/c/5eb4dccc8fb578171beef0ad,https://contestimg.wish.com/api/webimage/5eb4dccc8fb578171beef0ad-medium.jpg,5eb4dccc8fb578171beef0ad,summer,2020-08
2020 Femmes Mode Col En V Couleur Unie Slim Fit Coton Décontracté Deux Pièces Vêtements De Sport,2020 Women Fashion V-neck Solid Color Slim Fit Casual Cotton Two Pieces Sports Wear,4.8100000000000005,30,EUR,3,0,5,0.0,"","","","","",0,0,0,0,"Summer,Shorts,Slim Fit,slim,twopiecesoutfit,V-neck,Women's Fashion,Fashion,tank top,Women,sexy,Sport,Casual,Women Fashion,Cotton",green,XS,5,Livraison standard,1,0,43,50,"","",CN,Choic‘store,choicstore,"85 % avis positifs (11,378 notes)",11378,3.990507997890666,564d8f2f3a698c01d97fbb81,0,"",https://www.wish.com/c/5eb618659ac3e01e76161a4a,https://contestimg.wish.com/api/webimage/5eb618659ac3e01e76161a4a-medium.jpg,5eb618659ac3e01e76161a4a,summer,2020-08
"Pantalon à lacets à la mode pour femmes d'été, plus la taille Pantalon court à taille haute décontracté",Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,5.0,30,EUR,100,0,3.69,13.0,5.0,2,4,1,1,0,0,0,0,"Summer,Shorts,high waist shorts,Lace,Casual pants,pants,summer shorts,Slim Fit,Short pants,high waist,Women's Fashion,Plus Size,Lace Up,Women,vocation,Fashion,Casual,Waist",black,XS,50,Livraison standard,1,0,40,50,1,Quantité limitée !,"",TopmanClothing,topmanclothing,"(16,215 notes)",16215,3.8400246685168056,52838e612dcc6469fa2d7104,0,"",https://www.wish.com/c/5e44564413b8939de2f0a0f8,https://contestimg.wish.com/api/webimage/5e44564413b8939de2f0a0f8-medium.jpg,5e44564413b8939de2f0a0f8,summer,2020-08
2020 New  Women Summer Fashion O-neck Sleeveless Stripes Printing Slim Fit Casual Cotton Tank Tops,2020 New  Women Summer Fashion O-neck Sleeveless Stripes Printing Slim Fit Casual Cotton Tank Tops,8.0,7,EUR,10,1,5,0.0,"","","","","",0,0,0,0,"Summer,Slim  Fitting,Tank,summer tank top,Tops,slim,tank top,Slim Fit,Women's Fashion,Fashion,Stripes,sleeveless,Cotton,Casual,Women Fashion,Women",grey,M,50,Livraison standard,3,0,10,50,1,Quantité limitée !,CN,longming,longming,"85 % avis positifs (27,175 notes)",27175,3.966034958601656,58a99ceca65ebc504a6ebf1e,0,"",https://www.wish.com/c/5eccb8aa18e87d64f13e012c,https://contestimg.wish.com/api/webimage/5eccb8aa18e87d64f13e012c-medium.jpg,5eccb8aa18e87d64f13e012c,summer,2020-08
Mode féminine été bretelles spaghetti imprimé floral nouer devant mini robe robe sexy,Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Sexy Dress,8.0,68,EUR,8,0,5,0.0,"","","","","",0,0,0,0,"Mini,summer dress,Floral print,Summer,womensfahsion,Spaghetti,Dress,floralprinteddres,Print,minidressforwomen,Mini dress,spaghettishoulderstrapdres,Women's Fashion,spaghettistrapdresse,Sexy Dress,Floral,sexy,Fashion",white,S,50,Livraison standard,3,0,43,50,1,Quantité limitée !,CN,Lucky726,lucky726,80 % avis positifs (626 notes),626,3.916932907348243,5d3aa36072b0c915fe6b8fbd,0,"",https://www.wish.com/c/5eb2200b989caa081980b812,https://contestimg.wish.com/api/webimage/5eb2200b989caa081980b812-medium.jpg,5eb2200b989caa081980b812,summer,2020-08
Ventilateur personnel USB rechargeable mains libres tour de cou ventilateur de plein air Mini ventilateur,Personal Fan USB Rechargeable Hands Free Neckband Fan Outdoor Sports Mini Fan,16.0,16,EUR,2,0,5,0.0,"","","","","",0,0,0,0,"Mini,Summer,portablefan,usb,minifan,Rechargeable,travelfan,Outdoor,Fans,sportfan,Sport,neckhangingfan,lazyfan","",White,10,Livraison standard,5,0,32,50,"","",CN,xiaoguiling,xiaoguiling,(693 notes),693,4.303030303030303,5b24edf0d1c360301099e9c6,0,"",https://www.wish.com/c/5f11698e9a44cd5ecd1909db,https://contestimg.wish.com/api/webimage/5f11698e9a44cd5ecd1909db-medium.jpg,5f11698e9a44cd5ecd1909db,summer,2020-08
Hakuna Matata Lettre Imprimer Tee Shirt Été Femmes T-shirt À Manches Courtes Plus La Taille Femmes Casual Coton Top Drôle T-shirt,Hakuna Matata Letter Print Tee Shirt Summer Women Short Sleeve T Shirt Plus Size Women Casual Cotton Top Funny T Shirt,5.75,5,EUR,10,1,5,0.0,"","","","","",0,0,0,0,"Funny,letter print,Fashion,Shirt,Sleeve,Summer,unisex,Tops,short sleeves,Shorts,T Shirts,Plus Size,black,Tops & T-Shirts,Print,Women,Women's Fashion,Casual,Cotton",white,XS,5,Livraison standard,2,0,139,50,"","",CN,liyang163,liyang163,33 % avis positifs (3 notes),3,2.3333333333333335,5e63469b2fdc774466e15dd5,0,"",https://www.wish.com/c/5ed4cabd34f3329741e8c3ee,https://contestimg.wish.com/api/webimage/5ed4cabd34f3329741e8c3ee-medium.jpg,5ed4cabd34f3329741e8c3ee,summer,2020-08
New Summer Women's New Fashion Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses,New Summer Women's New Fashion Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses,3.6799999999999997,4,EUR,100,0,3.71,42.0,18.0,7,9,3,5,0,0,0,0,"Summer,Fashion,Mini,Tops,Polkas,V-neck,Casual,black,polka dot,sleeveless,backless,Dress,Women Fashion",navy,XS,1,Livraison standard,1,0,38,50,"","","",Maxnina,maxnina,"80 % avis positifs (105,015 notes)",105015,3.789601485502071,5177b0b63feb620dd802a197,0,"",https://www.wish.com/c/5d82f19340367911da1b9ee7,https://contestimg.wish.com/api/webimage/5d82f19340367911da1b9ee7-medium.jpg,5d82f19340367911da1b9ee7,summer,2020-08
